items,items_img,set_win_rate,set_pick_rate,set_sample_size
三相之力|魔劍正宗|精進之矛|蒐集者|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6694.webp,47.37,0.2,19
魔劍正宗|三相之力|精進之矛|席利妲咒怨|殞落王者之劍,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp,36.84,0.2,19
三相之力|魔劍正宗|精進之矛|狂怒九頭蛇|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3074.webp|https://cdn5.lolalytics.com/item64/6694.webp,50.0,0.19,18
三相之力|魔劍正宗|精進之矛|席利妲咒怨|生化龐克鏈鋸之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/6609.webp,41.18,0.18,17
三相之力|魔劍正宗|精進之矛|席利妲咒怨|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/6695.webp,31.25,0.17,16
三相之力|魔劍正宗|席利妲咒怨|精進之矛|狂怒九頭蛇,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3074.webp,43.75,0.17,16
魔劍正宗|三相之力|精進之矛|席利妲咒怨|嗜血者,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3072.webp,57.14,0.15,14
三相之力|魔劍正宗|席利妲咒怨|精進之矛|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3156.webp,53.85,0.13,13
三相之力|精進之矛|魔劍正宗|席利妲咒怨|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp,36.36,0.11,11
三相之力|魔劍正宗|席利妲咒怨|嗜血者|精進之矛,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3161.webp,54.55,0.11,11
三相之力|魔劍正宗|電流旋風劍|席利妲咒怨|精進之矛,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6699.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp,33.33,0.09,9
三相之力|魔劍正宗|精進之矛|致死宣告|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3153.webp,77.78,0.09,9
魔劍正宗|三相之力|精進之矛|席利妲咒怨|狂怒九頭蛇,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3074.webp,66.67,0.09,9
三相之力|魔劍正宗|精進之矛|魔提斯深淵|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3156.webp|https://cdn5.lolalytics.com/item64/3072.webp,44.44,0.09,9
三相之力|魔劍正宗|席利妲咒怨|殞落王者之劍|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3072.webp,50.0,0.08,8
魔劍正宗|三相之力|精進之矛|席利妲咒怨|蒐集者,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/6676.webp,25.0,0.08,8
三相之力|魔劍正宗|電流旋風劍|精進之矛|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6699.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp,42.86,0.07,7
三相之力|魔劍正宗|嗜血者|席利妲咒怨|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3156.webp,71.43,0.07,7
魔劍正宗|三相之力|精進之矛|席利妲咒怨|魔提斯深淵,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3156.webp,57.14,0.07,7
三相之力|魔劍正宗|精進之矛|蒐集者|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3153.webp,42.86,0.07,7
魔劍正宗|三相之力|席利妲咒怨|精進之矛|殞落王者之劍,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3153.webp,42.86,0.07,7
三相之力|魔劍正宗|席利妲咒怨|精進之矛|生化龐克鏈鋸之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6609.webp,33.33,0.06,6
三相之力|魔劍正宗|殞落王者之劍|席利妲咒怨|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3072.webp,66.67,0.06,6
三相之力|魔劍正宗|嗜血者|席利妲咒怨|精進之矛,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp,50.0,0.06,6
三相之力|魔劍正宗|精進之矛|蒐集者|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3072.webp,50.0,0.06,6
|魔劍正宗|三相之力|精進之矛|席利妲咒怨,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp,50.0,0.06,6
三相之力|魔劍正宗|巨蛇鋒牙|精進之矛|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6695.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp,16.67,0.06,6
三相之力|魔劍正宗|席利妲咒怨|精進之矛|冰霜之心,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3110.webp,50.0,0.06,6
魔劍正宗|三相之力|席利妲咒怨|精進之矛|魔提斯深淵,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3156.webp,80.0,0.05,5
三相之力|魔劍正宗|精進之矛|冰霜之心|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3110.webp|https://cdn5.lolalytics.com/item64/6694.webp,60.0,0.05,5
三相之力|魔劍正宗|精進之矛|殞落王者之劍|致死宣告,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3033.webp,60.0,0.05,5
三相之力|魔劍正宗|精進之矛|席利妲咒怨|夜色緣界,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3814.webp,40.0,0.05,5
三相之力|魔劍正宗|精進之矛|席利妲咒怨|蘭頓之兆,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3143.webp,60.0,0.05,5
三相之力|魔劍正宗|精進之矛|殞落王者之劍|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3156.webp,40.0,0.05,5
三相之力|魔劍正宗|精進之矛|席利妲咒怨|凱尼克欺瞞者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/2504.webp,60.0,0.05,5
三相之力|魔劍正宗|精進之矛|嗜血者|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3156.webp,80.0,0.05,5
魔劍正宗|三相之力|殞落王者之劍|席利妲咒怨|精進之矛,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp,0.0,0.04,4
魔劍正宗|三相之力|席利妲咒怨|精進之矛|嗜血者,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3072.webp,25.0,0.04,4
三相之力|精進之矛|魔劍正宗|殞落王者之劍|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp,25.0,0.04,4
三相之力|魔劍正宗|殞落王者之劍|精進之矛|致死宣告,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3033.webp,50.0,0.04,4
三相之力|魔劍正宗|席利妲咒怨|精進之矛|蒐集者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6676.webp,25.0,0.04,4
三相之力|魔劍正宗|精進之矛|席利妲咒怨|中婭沙漏,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3157.webp,75.0,0.04,4
三相之力|精進之矛|席利妲咒怨|魔劍正宗|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp,50.0,0.04,4
三相之力|魔劍正宗|殞落王者之劍|席利妲咒怨|水星彎刀,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3139.webp,25.0,0.04,4
三相之力|魔劍正宗|殞落王者之劍|席利妲咒怨|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/6695.webp,50.0,0.04,4
三相之力|魔劍正宗|精進之矛|殞落王者之劍|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3072.webp,75.0,0.04,4
三相之力|魔劍正宗|殞落王者之劍|席利妲咒怨|狂怒九頭蛇,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3074.webp,25.0,0.04,4
魔劍正宗|三相之力|精進之矛|蒐集者|席利妲咒怨,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6694.webp,50.0,0.04,4
三相之力|魔劍正宗|殞落王者之劍|席利妲咒怨|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3156.webp,50.0,0.04,4
三相之力|魔劍正宗|精進之矛|嗜血者|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3153.webp,75.0,0.04,4
三相之力|魔劍正宗|蒐集者|席利妲咒怨|精進之矛,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp,50.0,0.04,4
三相之力|魔劍正宗|精進之矛|水星彎刀|席利妲咒怨,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3139.webp|https://cdn5.lolalytics.com/item64/6694.webp,50.0,0.04,4
三相之力|魔劍正宗|精進之矛|嗜血者|狂怒九頭蛇,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3074.webp,33.33,0.03,3
三相之力|魔劍正宗|冰霜之心|席利妲咒怨|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3110.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp,33.33,0.03,3
三相之力|魔劍正宗|致死宣告|殞落王者之劍|精進之矛,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3161.webp,0.0,0.03,3
三相之力|魔劍正宗|殞落王者之劍|席利妲咒怨|蒐集者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/6676.webp,66.67,0.03,3
三相之力|精進之矛|席利妲咒怨|殞落王者之劍|魔劍正宗,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3004.webp,33.33,0.03,3
三相之力|魔劍正宗|精進之矛|黑色切割者|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3071.webp|https://cdn5.lolalytics.com/item64/3153.webp,66.67,0.03,3
三相之力|魔劍正宗|精進之矛|致死宣告|狂怒九頭蛇,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3074.webp,66.67,0.03,3
三相之力|魔劍正宗|蒐集者|席利妲咒怨|殞落王者之劍,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp,66.67,0.03,3
三相之力|精進之矛|魔劍正宗|席利妲咒怨|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3156.webp,66.67,0.03,3
三相之力|魔劍正宗|席利妲咒怨|殞落王者之劍|魔提斯深淵,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3153.webp|https://cdn5.lolalytics.com/item64/3156.webp,33.33,0.03,3
三相之力|魔劍正宗|精進之矛|多明尼克的問候|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp,33.33,0.03,3
魔劍正宗|三相之力|席利妲咒怨|精進之矛|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6695.webp,100.0,0.03,3
三相之力|精進之矛|席利妲咒怨|魔劍正宗|嗜血者,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/3072.webp,66.67,0.03,3
三相之力|魔劍正宗|席利妲咒怨|精進之矛|夜色緣界,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3161.webp|https://cdn5.lolalytics.com/item64/3814.webp,33.33,0.03,3
三相之力|魔劍正宗|席利妲咒怨|狂怒九頭蛇|精進之矛,https://cdn5.lolalytics.com/item64/3078.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3074.webp|https://cdn5.lolalytics.com/item64/3161.webp,66.67,0.03,3
