items,items_img,set_win_rate,set_pick_rate,set_sample_size
惡意|盧登之伴|雷霆風暴|黯影之炎|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp,36.36,0.17,11
惡意|視界專注|黯影之炎|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,54.55,0.17,11
盧登之伴|黯影之炎|死亡之帽|視界專注|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3135.webp,54.55,0.17,11
盧登之伴|雷霆風暴|黯影之炎|視界專注|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp,27.27,0.17,11
盧登之伴|雷霆風暴|死亡之帽|黯影之炎|視界專注,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp,45.45,0.17,11
盧登之伴|黯影之炎|死亡之帽|虛空之杖|雷霆風暴,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4646.webp,40.0,0.16,10
惡意|雷霆風暴|黯影之炎|死亡之帽|視界專注,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4628.webp,40.0,0.16,10
惡意|黯影之炎|死亡之帽|虛空之杖|視界專注,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4628.webp,55.56,0.14,9
盧登之伴|黯影之炎|死亡之帽|雷霆風暴|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3135.webp,77.78,0.14,9
盧登之伴|黯影之炎|雷霆風暴|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,33.33,0.14,9
盧登之伴|雷霆風暴|視界專注|死亡之帽|黯影之炎,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp,33.33,0.14,9
惡意|雷霆風暴|死亡之帽|虛空之杖|黯影之炎,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4645.webp,55.56,0.14,9
惡意|雷霆風暴|黯影之炎|虛空之杖|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp,55.56,0.14,9
盧登之伴|雷霆風暴|黯影之炎|死亡之帽|中婭沙漏,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3157.webp,87.5,0.12,8
盧登之伴|雷霆風暴|死亡之帽|視界專注|黯影之炎,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp,75.0,0.12,8
盧登之伴|雷霆風暴|死亡之帽|視界專注|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3135.webp,42.86,0.11,7
盧登之伴|雷霆風暴|黯影之炎|死亡之帽|惡意,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3118.webp,71.43,0.11,7
惡意|視界專注|黯影之炎|虛空之杖|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp,14.29,0.11,7
盧登之伴|黯影之炎|視界專注|虛空之杖|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp,42.86,0.11,7
盧登之伴|死亡之帽|黯影之炎|虛空之杖|雷霆風暴,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4646.webp,71.43,0.11,7
盧登之伴|黯影之炎|死亡之帽|虛空之杖|黑魔禁書,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3165.webp,66.67,0.09,6
惡意|盧登之伴|黯影之炎|雷霆風暴|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp,50.0,0.09,6
盧登之伴|雷霆風暴|黯影之炎|視界專注|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3135.webp,33.33,0.09,6
盧登之伴|雷霆風暴|視界專注|黯影之炎|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp,50.0,0.09,6
盧登之伴|視界專注|死亡之帽|黯影之炎|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp,50.0,0.09,6
盧登之伴|雷霆風暴|死亡之帽|虛空之杖|黑魔禁書,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3165.webp,83.33,0.09,6
惡意|雷霆風暴|視界專注|死亡之帽|黯影之炎,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp,50.0,0.09,6
惡意|雷霆風暴|死亡之帽|黯影之炎|視界專注,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp,66.67,0.09,6
盧登之伴|黯影之炎|死亡之帽|雷霆風暴|視界專注,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp,50.0,0.09,6
惡意|視界專注|死亡之帽|虛空之杖|黯影之炎,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4645.webp,33.33,0.09,6
盧登之伴|黯影之炎|死亡之帽|雷霆風暴|中婭沙漏,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3157.webp,20.0,0.08,5
盧登之伴|黯影之炎|雷霆風暴|虛空之杖|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp,60.0,0.08,5
盧登之伴|死亡之帽|黯影之炎|視界專注|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3135.webp,40.0,0.08,5
盧登之伴|視界專注|死亡之帽|虛空之杖|黯影之炎,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4645.webp,40.0,0.08,5
盧登之伴|雷霆風暴|黯影之炎|虛空之杖|黑魔禁書,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3165.webp,80.0,0.08,5
惡意|視界專注|死亡之帽|黯影之炎|死墓之花,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3137.webp,60.0,0.08,5
惡意|雷霆風暴|死亡之帽|視界專注|黯影之炎,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp,80.0,0.08,5
盧登之伴|惡意|黯影之炎|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,25.0,0.06,4
惡意|盧登之伴|黯影之炎|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,75.0,0.06,4
盧登之伴|雷霆風暴|死亡之帽|黯影之炎|中婭沙漏,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3157.webp,50.0,0.06,4
盧登之伴|惡意|雷霆風暴|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,25.0,0.06,4
盧登之伴|黯影之炎|死亡之帽|惡意|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/3135.webp,50.0,0.06,4
盧登之伴|雷霆風暴|黯影之炎|惡意|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/3089.webp,25.0,0.06,4
盧登之伴|黯影之炎|雷霆風暴|死亡之帽|視界專注,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4628.webp,25.0,0.06,4
惡意|黯影之炎|死亡之帽|虛空之杖|女妖面紗,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3102.webp,25.0,0.06,4
盧登之伴|黯影之炎|雷霆風暴|死亡之帽|中婭沙漏,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3157.webp,50.0,0.06,4
惡意|黯影之炎|雷霆風暴|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,75.0,0.06,4
惡意|雷霆風暴|黯影之炎|死亡之帽|死墓之花,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3137.webp,50.0,0.06,4
盧登之伴|黯影之炎|視界專注|雷霆風暴|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp,50.0,0.06,4
盧登之伴|雷霆風暴|視界專注|黯影之炎|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp,50.0,0.06,4
盧登之伴|黯影之炎|雷霆風暴|視界專注|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp,50.0,0.06,4
惡意|盧登之伴|死亡之帽|黯影之炎|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp,33.33,0.05,3
盧登之伴|雷霆風暴|死亡之帽|黯影之炎|黑魔禁書,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3165.webp,66.67,0.05,3
惡意|雷霆風暴|視界專注|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,0.0,0.05,3
惡意|視界專注|死亡之帽|死墓之花|黯影之炎,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3137.webp|https://cdn5.lolalytics.com/item64/4645.webp,66.67,0.05,3
盧登之伴|黯影之炎|死亡之帽|中婭沙漏|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3157.webp|https://cdn5.lolalytics.com/item64/3135.webp,66.67,0.05,3
惡意|視界專注|死亡之帽|虛空之杖|雷霆風暴,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4646.webp,66.67,0.05,3
盧登之伴|雷霆風暴|黯影之炎|中婭沙漏|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3157.webp|https://cdn5.lolalytics.com/item64/3135.webp,0.0,0.05,3
盧登之伴|黯影之炎|死亡之帽|虛空之杖|黎安卓的折磨,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/6653.webp,66.67,0.05,3
惡意|盧登之伴|視界專注|黯影之炎|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp,33.33,0.05,3
盧登之伴|惡意|雷霆風暴|死亡之帽|黯影之炎,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp,100.0,0.05,3
惡意|盧登之伴|黯影之炎|雷霆風暴|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3135.webp,33.33,0.05,3
惡意|盧登之伴|黯影之炎|虛空之杖|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp,66.67,0.05,3
盧登之伴|惡意|黯影之炎|雷霆風暴|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp,0.0,0.05,3
盧登之伴|雷霆風暴|惡意|死亡之帽|黯影之炎,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp,33.33,0.05,3
惡意|黯影之炎|虛空之杖|死亡之帽|雷霆風暴,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4646.webp,33.33,0.05,3
惡意|黎安卓的折磨|虛空之杖|黯影之炎|死亡之帽,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6653.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp,66.67,0.05,3
惡意|黯影之炎|死亡之帽|雷霆風暴|視界專注,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4628.webp,66.67,0.05,3
盧登之伴|雷霆風暴|死亡之帽|虛空之杖|中婭沙漏,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3157.webp,33.33,0.05,3
惡意|盧登之伴|雷霆風暴|黯影之炎|虛空之杖,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp,66.67,0.05,3
惡意|雷霆風暴|死亡之帽|黯影之炎|死墓之花,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3137.webp,66.67,0.05,3
惡意|視界專注|黯影之炎|死亡之帽|死墓之花,https://cdn5.lolalytics.com/item64/3118.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3137.webp,66.67,0.05,3
盧登之伴|視界專注|雷霆風暴|死亡之帽|虛空之杖,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4646.webp|https://cdn5.lolalytics.com/item64/3089.webp|https://cdn5.lolalytics.com/item64/3135.webp,66.67,0.05,3
盧登之伴|視界專注|黯影之炎|虛空之杖|死亡之帽,https://cdn5.lolalytics.com/item64/6655.webp|https://cdn5.lolalytics.com/item64/4628.webp|https://cdn5.lolalytics.com/item64/4645.webp|https://cdn5.lolalytics.com/item64/3135.webp|https://cdn5.lolalytics.com/item64/3089.webp,33.33,0.05,3
