source_file,window,source_tag,source_mode,source_tier,source_champion,item_id,item_en,item_zh,games,winrate,pickrate
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223156,Maw of Malmortius,魔提斯深淵,0,0.5571,0.0586
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223157,Zhonya's Hourglass,中婭沙漏,0,0.54,0.0052
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223161,Spear of Shojin,精進之矛,0,0.5124,0.6098
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223508,Essence Reaver,奪魄之鐮,0,0.5082,0.0064
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,223814,Edge of Night,夜色緣界,0,0.4688,0.0033
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,224628,Horizon Focus,視界專注,0,0.3981,0.0108
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,224645,Shadowflame,黯影之炎,0,0.4182,0.023
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,224646,Stormsurge,雷霆風暴,0,0.5133,0.0118
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226609,Chempunk Chainsword,生化龐克鏈鋸之劍,0,0.4038,0.0109
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226655,Luden's Companion,盧登之伴,0,0.4452,0.0153
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226662,Iceborn Gauntlet,寒冰霸拳,0,0.4607,0.0186
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226672,Kraken Slayer,海妖殺手,0,0.2857,0.0037
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226694,Serylda's Grudge,席利妲咒怨,0,0.491,0.4944
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226695,Serpent's Fang,巨蛇鋒牙,0,0.4556,0.0271
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226696,Axiom Arc,公理弧刃,0,0.4082,0.0051
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,226699,Voltaic Cyclosword,電流旋風劍,0,0.5506,0.0165
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,323003,Archangel's Staff,大天使之杖,0,0.4853,0.0071
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,323004,Manamune,魔劍正宗,0,0.5194,0.9159
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,323110,Frozen Heart,冰霜之心,0,0.4427,0.0137
ezreal_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,667666,The Collector,蒐集者,0,0.482,0.0552
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,2503,Blackfire Torch,黑焰火炬,0,0.4924,0.0512
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,6653,Liandry's Torment,黎安卓的折磨,0,0.4417,0.076
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,8010,Bloodletter's Curse,血書詛咒,0,0.4359,0.0061
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223089,Rabadon's Deathcap,死亡之帽,0,0.5218,0.5066
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223102,Banshee's Veil,女妖面紗,0,0.5031,0.0253
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223118,Malignance,惡意,0,0.5151,0.464
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223135,Void Staff,虛空之杖,0,0.4563,0.2385
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223137,Cryptbloom,死墓之花,0,0.5117,0.0465
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223157,Zhonya's Hourglass,中婭沙漏,0,0.4663,0.0624
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,223165,Morellonomicon,黑魔禁書,0,0.4234,0.0426
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,224628,Horizon Focus,視界專注,0,0.5034,0.299
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,224629,Cosmic Drive,星河馳騁,0,0.5556,0.007
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,224645,Shadowflame,黯影之炎,0,0.4925,0.6036
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,224646,Stormsurge,雷霆風暴,0,0.5097,0.489
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,226655,Luden's Companion,盧登之伴,0,0.5145,0.6383
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,323003,Archangel's Staff,大天使之杖,0,0.4988,0.0627
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,323107,Redemption,贖罪神石,0,0.5714,0.0033
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,323504,Ardent Censer,熾灼魔器,0,0.5263,0.003
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,324005,Imperial Mandate,帝王命令,0,0.4091,0.0034
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,326616,Staff of Flowing Water,流水之杖,0,0.6522,0.0036
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,326617,Moonstone Renewer,月之石再生裝置,0,0.6154,0.0061
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,326620,Echoes of Helia,希利亞的迴響,0,0.6154,0.004
lux_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,lux,326621,Dawncore,破曉之核,0,0.625,0.0037
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,3032,Yun Tal Wildarrows,雲陶狂箭,0,0.4812,0.0378
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,126697,Hubris,傲慢,0,0.4146,0.0058
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,222504,Kaenic Rookern,凱尼克欺瞞者,0,0.5789,0.0162
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223031,Infinity Edge,無盡之刃,0,0.4983,0.0843
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223033,Mortal Reminder,致死宣告,0,0.6591,0.0062
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223036,Lord Dominik's Regards,多明尼克的問候,0,0.5763,0.0251
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223046,Phantom Dancer,幻影之舞,0,0.5582,0.0829
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223065,Spirit Visage,振奮盔甲,0,0.6786,0.004
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223072,Bloodthirster,嗜血者,0,0.5743,0.0917
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223073,Experimental Hexplate,實驗型海克斯板甲,0,0.5934,0.0942
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223078,Trinity Force,三相之力,0,0.5513,0.1037
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223084,Heartsteel,雄心之鋼,0,0.5535,0.0305
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223085,Runaan's Hurricane,芮蘭颶風箭,0,0.5556,0.0038
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223087,Statikk Shiv,史提克彈簧刀,0,0.5465,0.0641
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223091,Wit's End,智慧末刃,0,0.5591,0.4478
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223094,Rapid Firecannon,衝擊火炮,0,0.4593,0.0244
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223124,Guinsoo's Rageblade,鬼索的狂暴之刃,0,0.5731,0.6749
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223139,Mercurial Scimitar,水星彎刀,0,0.5815,0.0644
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223142,Youmuu's Ghostblade,妖夢鬼刀,0,0.5,0.0071
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223143,Randuin's Omen,蘭頓之兆,0,0.5118,0.0483
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223153,Blade of The Ruined King,殞落王者之劍,0,0.5619,0.761
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223156,Maw of Malmortius,魔提斯深淵,0,0.5909,0.0094
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223302,Terminus,臨界點,0,0.5758,0.3724
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223508,Essence Reaver,奪魄之鐮,0,0.4865,0.0053
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223748,Titanic Hydra,泰坦九頭蛇,0,0.6829,0.0058
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,223814,Edge of Night,夜色緣界,0,0.5909,0.0062
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,224401,Force of Nature,自然之力,0,0.7143,0.0079
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226665,"Jak'Sho, The Protean",千變萬化之賈克修,0,0.5719,0.2596
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226672,Kraken Slayer,海妖殺手,0,0.5347,0.2867
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226673,Immortal Shieldbow,不朽盾弓,0,0.5417,0.017
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226695,Serpent's Fang,巨蛇鋒牙,0,0.4,0.0043
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,226699,Voltaic Cyclosword,電流旋風劍,0,0.4978,0.0328
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,443083,Warmog's Armor,好戰者鎧甲,0,0.5556,0.0038
vayne_aram_d2_plus_7d_winning.csv,7d,aram_d2_plus,aram,d2_plus,vayne,667666,The Collector,蒐集者,0,0.4881,0.0535
