source_file,window,source_tag,source_mode,source_tier,source_champion,champion,champion_slug,games,winrate,pickrate,item_id1,item_id2,item_id3,item_id4,item_id5,item_en1,item_en2,item_en3,item_en4,item_en5,item_zh1,item_zh2,item_zh3,item_zh4,item_zh5
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,17,29.41,0.17,223078,323004,223161,226694,226695,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Serpent's Fang,三相之力,魔劍正宗,精進之矛,席利妲咒怨,巨蛇鋒牙
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,16,37.5,0.16,223078,323004,223161,223156,226694,Trinity Force,Manamune,Spear of Shojin,Maw of Malmortius,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,魔提斯深淵,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,16,62.5,0.16,323004,223078,223161,226694,223072,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,Bloodthirster,魔劍正宗,三相之力,精進之矛,席利妲咒怨,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,13,53.85,0.13,223078,323004,223161,226694,226609,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Chempunk Chainsword,三相之力,魔劍正宗,精進之矛,席利妲咒怨,生化龐克鏈鋸之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,11,63.64,0.11,223078,323004,223161,223156,223072,Trinity Force,Manamune,Spear of Shojin,Maw of Malmortius,Bloodthirster,三相之力,魔劍正宗,精進之矛,魔提斯深淵,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,11,45.45,0.11,223078,323004,223072,226694,223161,Trinity Force,Manamune,Bloodthirster,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,嗜血者,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,11,63.64,0.11,223078,323004,223161,223033,223153,Trinity Force,Manamune,Spear of Shojin,Mortal Reminder,Blade of The Ruined King,三相之力,魔劍正宗,精進之矛,致死宣告,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,10,60.0,0.1,223078,323004,226699,226694,223161,Trinity Force,Manamune,Voltaic Cyclosword,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,電流旋風劍,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,10,50.0,0.1,223078,323004,226694,223072,223161,Trinity Force,Manamune,Serylda's Grudge,Bloodthirster,Spear of Shojin,三相之力,魔劍正宗,席利妲咒怨,嗜血者,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,9,55.56,0.09,223078,323004,223161,323110,226694,Trinity Force,Manamune,Spear of Shojin,Frozen Heart,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,冰霜之心,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,9,55.56,0.09,223078,323004,226694,223161,323110,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,Frozen Heart,三相之力,魔劍正宗,席利妲咒怨,精進之矛,冰霜之心
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,8,37.5,0.08,223078,223161,323004,226694,223153,Trinity Force,Spear of Shojin,Manamune,Serylda's Grudge,Blade of The Ruined King,三相之力,精進之矛,魔劍正宗,席利妲咒怨,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,8,50.0,0.08,223078,323004,223161,223139,226694,Trinity Force,Manamune,Spear of Shojin,Mercurial Scimitar,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,水星彎刀,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,42.86,0.07,323004,223078,226694,223161,223153,Manamune,Trinity Force,Serylda's Grudge,Spear of Shojin,Blade of The Ruined King,魔劍正宗,三相之力,席利妲咒怨,精進之矛,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,85.71,0.07,223078,323004,226694,223161,226609,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,Chempunk Chainsword,三相之力,魔劍正宗,席利妲咒怨,精進之矛,生化龐克鏈鋸之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,28.57,0.07,323004,223078,223161,226694,667666,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,The Collector,魔劍正宗,三相之力,精進之矛,席利妲咒怨,蒐集者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,42.86,0.07,223078,323004,223161,667666,223153,Trinity Force,Manamune,Spear of Shojin,The Collector,Blade of The Ruined King,三相之力,魔劍正宗,精進之矛,蒐集者,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,85.71,0.07,223078,323004,223161,223072,223156,Trinity Force,Manamune,Spear of Shojin,Bloodthirster,Maw of Malmortius,三相之力,魔劍正宗,精進之矛,嗜血者,魔提斯深淵
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,14.29,0.07,223078,323004,226695,223161,226694,Trinity Force,Manamune,Serpent's Fang,Spear of Shojin,Serylda's Grudge,三相之力,魔劍正宗,巨蛇鋒牙,精進之矛,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,7,28.57,0.07,223078,323004,223161,226695,226694,Trinity Force,Manamune,Spear of Shojin,Serpent's Fang,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,巨蛇鋒牙,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,6,66.67,0.06,223078,323004,223161,667666,223072,Trinity Force,Manamune,Spear of Shojin,The Collector,Bloodthirster,三相之力,魔劍正宗,精進之矛,蒐集者,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,6,83.33,0.06,223078,323004,223072,226694,223156,Trinity Force,Manamune,Bloodthirster,Serylda's Grudge,Maw of Malmortius,三相之力,魔劍正宗,嗜血者,席利妲咒怨,魔提斯深淵
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,6,66.67,0.06,223078,323004,226694,223153,223072,Trinity Force,Manamune,Serylda's Grudge,Blade of The Ruined King,Bloodthirster,三相之力,魔劍正宗,席利妲咒怨,殞落王者之劍,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,80.0,0.05,223078,323004,223161,223153,223033,Trinity Force,Manamune,Spear of Shojin,Blade of The Ruined King,Mortal Reminder,三相之力,魔劍正宗,精進之矛,殞落王者之劍,致死宣告
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,20.0,0.05,223078,323004,223161,223033,223072,Trinity Force,Manamune,Spear of Shojin,Mortal Reminder,Bloodthirster,三相之力,魔劍正宗,精進之矛,致死宣告,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,60.0,0.05,223078,323004,226699,223161,226694,Trinity Force,Manamune,Voltaic Cyclosword,Spear of Shojin,Serylda's Grudge,三相之力,魔劍正宗,電流旋風劍,精進之矛,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,60.0,0.05,223078,323004,223153,223033,223161,Trinity Force,Manamune,Blade of The Ruined King,Mortal Reminder,Spear of Shojin,三相之力,魔劍正宗,殞落王者之劍,致死宣告,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,60.0,0.05,223078,323004,226694,223161,223139,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,Mercurial Scimitar,三相之力,魔劍正宗,席利妲咒怨,精進之矛,水星彎刀
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,60.0,0.05,323004,223078,223161,226694,223074,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,Ravenous Hydra,魔劍正宗,三相之力,精進之矛,席利妲咒怨,狂怒九頭蛇
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,5,40.0,0.05,223078,323004,223033,223153,223161,Trinity Force,Manamune,Mortal Reminder,Blade of The Ruined King,Spear of Shojin,三相之力,魔劍正宗,致死宣告,殞落王者之劍,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,223074,223161,226694,Trinity Force,Manamune,Ravenous Hydra,Spear of Shojin,Serylda's Grudge,三相之力,魔劍正宗,狂怒九頭蛇,精進之矛,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,667666,226694,223161,Trinity Force,Manamune,The Collector,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,蒐集者,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,226694,223156,223161,Trinity Force,Manamune,Serylda's Grudge,Maw of Malmortius,Spear of Shojin,三相之力,魔劍正宗,席利妲咒怨,魔提斯深淵,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,223161,226694,223143,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Randuin's Omen,三相之力,魔劍正宗,精進之矛,席利妲咒怨,蘭頓之兆
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,100.0,0.04,223078,323004,223161,223153,223072,Trinity Force,Manamune,Spear of Shojin,Blade of The Ruined King,Bloodthirster,三相之力,魔劍正宗,精進之矛,殞落王者之劍,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,100.0,0.04,323004,223078,226694,223161,223156,Manamune,Trinity Force,Serylda's Grudge,Spear of Shojin,Maw of Malmortius,魔劍正宗,三相之力,席利妲咒怨,精進之矛,魔提斯深淵
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,223161,223072,223074,Trinity Force,Manamune,Spear of Shojin,Bloodthirster,Ravenous Hydra,三相之力,魔劍正宗,精進之矛,嗜血者,狂怒九頭蛇
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,25.0,0.04,323004,223078,223161,226694,223156,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,Maw of Malmortius,魔劍正宗,三相之力,精進之矛,席利妲咒怨,魔提斯深淵
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,75.0,0.04,223078,323004,226695,226694,223161,Trinity Force,Manamune,Serpent's Fang,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,巨蛇鋒牙,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,25.0,0.04,223078,323004,667666,226694,223153,Trinity Force,Manamune,The Collector,Serylda's Grudge,Blade of The Ruined King,三相之力,魔劍正宗,蒐集者,席利妲咒怨,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,75.0,0.04,223078,323004,226694,223156,223072,Trinity Force,Manamune,Serylda's Grudge,Maw of Malmortius,Bloodthirster,三相之力,魔劍正宗,席利妲咒怨,魔提斯深淵,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,226694,223153,226695,Trinity Force,Manamune,Serylda's Grudge,Blade of The Ruined King,Serpent's Fang,三相之力,魔劍正宗,席利妲咒怨,殞落王者之劍,巨蛇鋒牙
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,223161,226694,6675,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Navori Flickerblade,三相之力,魔劍正宗,精進之矛,席利妲咒怨,那歐閃刃
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,25.0,0.04,223078,323004,223074,226694,223161,Trinity Force,Manamune,Ravenous Hydra,Serylda's Grudge,Spear of Shojin,三相之力,魔劍正宗,狂怒九頭蛇,席利妲咒怨,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,50.0,0.04,223078,323004,226699,223161,223072,Trinity Force,Manamune,Voltaic Cyclosword,Spear of Shojin,Bloodthirster,三相之力,魔劍正宗,電流旋風劍,精進之矛,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,25.0,0.04,223078,323004,226694,226695,223153,Trinity Force,Manamune,Serylda's Grudge,Serpent's Fang,Blade of The Ruined King,三相之力,魔劍正宗,席利妲咒怨,巨蛇鋒牙,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,4,75.0,0.04,223078,323004,226694,223161,226695,Trinity Force,Manamune,Serylda's Grudge,Spear of Shojin,Serpent's Fang,三相之力,魔劍正宗,席利妲咒怨,精進之矛,巨蛇鋒牙
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,0.0,0.03,223078,323004,223161,226694,223814,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Edge of Night,三相之力,魔劍正宗,精進之矛,席利妲咒怨,夜色緣界
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,66.67,0.03,223078,323004,226695,226694,223153,Trinity Force,Manamune,Serpent's Fang,Serylda's Grudge,Blade of The Ruined King,三相之力,魔劍正宗,巨蛇鋒牙,席利妲咒怨,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,33.33,0.03,223078,323004,226694,223153,226609,Trinity Force,Manamune,Serylda's Grudge,Blade of The Ruined King,Chempunk Chainsword,三相之力,魔劍正宗,席利妲咒怨,殞落王者之劍,生化龐克鏈鋸之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,33.33,0.03,223078,323004,223161,226694,222504,Trinity Force,Manamune,Spear of Shojin,Serylda's Grudge,Kaenic Rookern,三相之力,魔劍正宗,精進之矛,席利妲咒怨,凱尼克欺瞞者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,100.0,0.03,223078,323004,223161,667666,323110,Trinity Force,Manamune,Spear of Shojin,The Collector,Frozen Heart,三相之力,魔劍正宗,精進之矛,蒐集者,冰霜之心
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,100.0,0.03,223078,323004,223072,223156,226694,Trinity Force,Manamune,Bloodthirster,Maw of Malmortius,Serylda's Grudge,三相之力,魔劍正宗,嗜血者,魔提斯深淵,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,33.33,0.03,223078,323004,223153,226694,223156,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Maw of Malmortius,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,魔提斯深淵
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,66.67,0.03,223078,323004,223153,226694,223072,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Bloodthirster,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,嗜血者
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,0.0,0.03,223078,323004,223153,226694,223074,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Ravenous Hydra,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,狂怒九頭蛇
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,0.0,0.03,223078,223161,323004,223153,226694,Trinity Force,Spear of Shojin,Manamune,Blade of The Ruined King,Serylda's Grudge,三相之力,精進之矛,魔劍正宗,殞落王者之劍,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,66.67,0.03,223078,323004,226694,223072,223153,Trinity Force,Manamune,Serylda's Grudge,Bloodthirster,Blade of The Ruined King,三相之力,魔劍正宗,席利妲咒怨,嗜血者,殞落王者之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,100.0,0.03,223078,323004,223161,226699,226694,Trinity Force,Manamune,Spear of Shojin,Voltaic Cyclosword,Serylda's Grudge,三相之力,魔劍正宗,精進之矛,電流旋風劍,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,33.33,0.03,323004,223078,223153,223161,226694,Manamune,Trinity Force,Blade of The Ruined King,Spear of Shojin,Serylda's Grudge,魔劍正宗,三相之力,殞落王者之劍,精進之矛,席利妲咒怨
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,66.67,0.03,223078,323004,223153,223036,223161,Trinity Force,Manamune,Blade of The Ruined King,Lord Dominik's Regards,Spear of Shojin,三相之力,魔劍正宗,殞落王者之劍,多明尼克的問候,精進之矛
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,33.33,0.03,223078,323004,223153,226694,223139,Trinity Force,Manamune,Blade of The Ruined King,Serylda's Grudge,Mercurial Scimitar,三相之力,魔劍正宗,殞落王者之劍,席利妲咒怨,水星彎刀
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,66.67,0.03,223078,323004,223153,223161,223033,Trinity Force,Manamune,Blade of The Ruined King,Spear of Shojin,Mortal Reminder,三相之力,魔劍正宗,殞落王者之劍,精進之矛,致死宣告
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,33.33,0.03,323004,223078,223161,226694,226609,Manamune,Trinity Force,Spear of Shojin,Serylda's Grudge,Chempunk Chainsword,魔劍正宗,三相之力,精進之矛,席利妲咒怨,生化龐克鏈鋸之劍
ezreal_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,ezreal,ezreal,ezreal,3,66.67,0.03,223078,323004,226695,226694,223072,Trinity Force,Manamune,Serpent's Fang,Serylda's Grudge,Bloodthirster,三相之力,魔劍正宗,巨蛇鋒牙,席利妲咒怨,嗜血者
